2018-05-29 03:27:43,878 -------------- New training session ----------------
alpha: 1
batch_size: 2
cfg: unet_dice2_redo
criterion: cross_entropy_dice
data_dir: /home/thuyen/Data/brats17/Brats17TrainingData
dataset: SingleData
gpu: '1'
name: unet_dice2_redo
net: Unet
net_params:
  dropout: 0.3
  n: 16
  norm: gn
num_epochs: 300
opt: Adam
opt_params:
  amsgrad: true
  lr: 0.001
  weight_decay: 0.0001
resume: {}
root: /home/thuyen/Data/brats17/
sample_size: 25
save_freq: 50
schedule:
  150: null
  250: null
seed: 2001
start_iter: 0
sub_sample_size: 19
target_size: 9
test_data_dir: /home/thuyen/Data/brats17/Brats17ValidationData
test_transforms: Compose([ Pad((0, 0, 0, 5, 0)), NumpyType((np.float32, np.int64)),
  ])
train_dir: /home/thuyen/Data/brats17/src/ckpts
train_list: all.txt
train_transforms: Compose([ RandCrop(128), NumpyType((np.float32, np.int64)), ])
valid_freq: 50
workers: 8

2018-05-29 03:32:40,301 Iter 143, Epoch 1.0035, Loss 0.5431
2018-05-29 03:32:42,180 Iter 144, Epoch 1.0105, Loss 0.7583
2018-05-29 03:32:44,059 Iter 145, Epoch 1.0175, Loss 0.9740
2018-05-29 03:32:45,940 Iter 146, Epoch 1.0246, Loss 0.8974
2018-05-29 03:32:47,822 Iter 147, Epoch 1.0316, Loss 1.0437
2018-05-29 03:32:49,703 Iter 148, Epoch 1.0386, Loss 0.5358
2018-05-29 03:32:51,584 Iter 149, Epoch 1.0456, Loss 0.9702
2018-05-29 03:32:53,463 Iter 150, Epoch 1.0526, Loss 0.6109
2018-05-29 03:32:55,346 Iter 151, Epoch 1.0596, Loss 0.6437
2018-05-29 03:32:57,226 Iter 152, Epoch 1.0667, Loss 0.7690
2018-05-29 03:32:59,106 Iter 153, Epoch 1.0737, Loss 0.7450
2018-05-29 03:33:00,985 Iter 154, Epoch 1.0807, Loss 0.5693
2018-05-29 03:33:02,868 Iter 155, Epoch 1.0877, Loss 0.6461
2018-05-29 03:33:04,749 Iter 156, Epoch 1.0947, Loss 0.6385
2018-05-29 03:33:06,630 Iter 157, Epoch 1.1018, Loss 0.7537
2018-05-29 03:33:08,510 Iter 158, Epoch 1.1088, Loss 0.9526
2018-05-29 03:33:10,389 Iter 159, Epoch 1.1158, Loss 0.7335
2018-05-29 03:33:12,268 Iter 160, Epoch 1.1228, Loss 0.7730
2018-05-29 03:33:14,148 Iter 161, Epoch 1.1298, Loss 0.6081
2018-05-29 03:33:16,028 Iter 162, Epoch 1.1368, Loss 0.5785
2018-05-29 03:33:17,909 Iter 163, Epoch 1.1439, Loss 0.8374
2018-05-29 03:33:19,791 Iter 164, Epoch 1.1509, Loss 0.8050
2018-05-29 03:33:21,671 Iter 165, Epoch 1.1579, Loss 1.0468
2018-05-29 03:33:23,552 Iter 166, Epoch 1.1649, Loss 0.5825
2018-05-29 03:33:25,430 Iter 167, Epoch 1.1719, Loss 0.7034
2018-05-29 03:33:27,310 Iter 168, Epoch 1.1789, Loss 0.7206
2018-05-29 03:33:29,189 Iter 169, Epoch 1.1860, Loss 0.7354
2018-05-29 03:33:31,069 Iter 170, Epoch 1.1930, Loss 0.5056
2018-05-29 03:33:32,949 Iter 171, Epoch 1.2000, Loss 0.7858
2018-05-29 03:33:34,829 Iter 172, Epoch 1.2070, Loss 0.5642
2018-05-29 03:33:36,709 Iter 173, Epoch 1.2140, Loss 1.1205
2018-05-29 03:33:38,589 Iter 174, Epoch 1.2211, Loss 0.7421
2018-05-29 03:33:40,468 Iter 175, Epoch 1.2281, Loss 0.5440
2018-05-29 03:33:42,347 Iter 176, Epoch 1.2351, Loss 0.7086
2018-05-29 03:33:44,226 Iter 177, Epoch 1.2421, Loss 0.6042
2018-05-29 03:33:46,106 Iter 178, Epoch 1.2491, Loss 0.6616
2018-05-29 03:33:47,986 Iter 179, Epoch 1.2561, Loss 0.8852
2018-05-29 03:33:49,866 Iter 180, Epoch 1.2632, Loss 0.5852
2018-05-29 03:33:51,746 Iter 181, Epoch 1.2702, Loss 0.7975
2018-05-29 03:33:53,627 Iter 182, Epoch 1.2772, Loss 0.9033
2018-05-29 03:33:55,506 Iter 183, Epoch 1.2842, Loss 0.7786
2018-05-29 03:33:57,384 Iter 184, Epoch 1.2912, Loss 0.5618
2018-05-29 03:33:59,264 Iter 185, Epoch 1.2982, Loss 0.7713
2018-05-29 03:34:01,143 Iter 186, Epoch 1.3053, Loss 0.6521
2018-05-29 03:34:03,023 Iter 187, Epoch 1.3123, Loss 0.6400
2018-05-29 03:34:04,903 Iter 188, Epoch 1.3193, Loss 0.8155
2018-05-29 03:34:06,784 Iter 189, Epoch 1.3263, Loss 0.7649
2018-05-29 03:34:08,664 Iter 190, Epoch 1.3333, Loss 0.5301
2018-05-29 03:34:10,545 Iter 191, Epoch 1.3404, Loss 0.6367
2018-05-29 03:34:12,423 Iter 192, Epoch 1.3474, Loss 0.7544
2018-05-29 03:34:14,301 Iter 193, Epoch 1.3544, Loss 1.5401
2018-05-29 03:34:16,181 Iter 194, Epoch 1.3614, Loss 0.6008
2018-05-29 03:34:18,060 Iter 195, Epoch 1.3684, Loss 0.6767
2018-05-29 03:34:19,939 Iter 196, Epoch 1.3754, Loss 0.7603
2018-05-29 03:34:21,821 Iter 197, Epoch 1.3825, Loss 0.7555
2018-05-29 03:34:23,700 Iter 198, Epoch 1.3895, Loss 0.7511
2018-05-29 03:34:25,581 Iter 199, Epoch 1.3965, Loss 0.5710
2018-05-29 03:34:27,462 Iter 200, Epoch 1.4035, Loss 0.7396
2018-05-29 03:34:29,341 Iter 201, Epoch 1.4105, Loss 0.6135
2018-05-29 03:34:31,221 Iter 202, Epoch 1.4175, Loss 0.5173
2018-05-29 03:34:33,099 Iter 203, Epoch 1.4246, Loss 0.5345
2018-05-29 03:34:34,978 Iter 204, Epoch 1.4316, Loss 0.5161
2018-05-29 03:34:36,856 Iter 205, Epoch 1.4386, Loss 0.5524
2018-05-29 03:34:38,736 Iter 206, Epoch 1.4456, Loss 0.7139
2018-05-29 03:34:40,618 Iter 207, Epoch 1.4526, Loss 0.5391
2018-05-29 03:34:42,498 Iter 208, Epoch 1.4596, Loss 0.8303
2018-05-29 03:34:44,378 Iter 209, Epoch 1.4667, Loss 0.3234
2018-05-29 03:34:46,257 Iter 210, Epoch 1.4737, Loss 0.3995
2018-05-29 03:34:48,141 Iter 211, Epoch 1.4807, Loss 0.2951
2018-05-29 03:34:50,021 Iter 212, Epoch 1.4877, Loss 0.3499
2018-05-29 03:34:51,901 Iter 213, Epoch 1.4947, Loss 0.7563
2018-05-29 03:34:53,781 Iter 214, Epoch 1.5018, Loss 0.5248
2018-05-29 03:34:55,660 Iter 215, Epoch 1.5088, Loss 0.4437
2018-05-29 03:34:57,539 Iter 216, Epoch 1.5158, Loss 0.2991
2018-05-29 03:34:59,420 Iter 217, Epoch 1.5228, Loss 0.3962
2018-05-29 03:35:01,299 Iter 218, Epoch 1.5298, Loss 0.3490
2018-05-29 03:35:03,181 Iter 219, Epoch 1.5368, Loss 0.6723
2018-05-29 03:35:05,060 Iter 220, Epoch 1.5439, Loss 0.4126
2018-05-29 03:35:06,940 Iter 221, Epoch 1.5509, Loss 0.2527
2018-05-29 03:35:08,819 Iter 222, Epoch 1.5579, Loss 0.4937
2018-05-29 03:35:10,698 Iter 223, Epoch 1.5649, Loss 0.4243
2018-05-29 03:35:12,580 Iter 224, Epoch 1.5719, Loss 0.4311
2018-05-29 03:35:14,460 Iter 225, Epoch 1.5789, Loss 0.2691
